ContentKey,TalentKey,AllocationFactor,CastOrder
10980,11683,0.6634,1
10980,6399,0.2506,2
10980,11428,0.0684,3
10980,11673,0.0175,4
10981,8480,0.5432,1
10981,1901,0.3701,2
10981,15220,0.0688,3
10981,7591,0.0179,4
10982,12019,0.4898,1
10982,15992,0.4656,2
10982,16824,0.0446,3
10983,2164,0.405,1
10983,11266,0.3919,2
10983,4228,0.2031,3
10984,2454,0.6755,1
10984,2829,0.11,2
10984,6754,0.1094,3
10984,5176,0.089,4
10984,5762,0.0155,5
10984,2471,0.0006,6
10985,6441,0.7422,1
10985,4063,0.1797,2
10985,11143,0.0454,3
10985,7300,0.0327,4
10986,5009,0.6262,1
10986,7412,0.3394,2
10986,7496,0.0244,3
10986,4494,0.01,4
10987,6432,0.3003,1
10987,7720,0.2887,2
10987,2941,0.2516,3
10987,1758,0.153,4
10987,7322,0.0064,5
10988,1887,0.4112,1
10988,3789,0.3965,2
10988,6236,0.1211,3
10988,7309,0.0713,4
10989,8390,0.4542,1
10989,9820,0.2824,2
10989,9158,0.1218,3
10989,6374,0.0719,4
10989,8192,0.0691,5
10989,8106,0.0006,6
10990,5606,0.4454,1
10990,3588,0.3181,2
10990,10590,0.2365,3
10991,9419,0.4392,1
10991,16228,0.2989,2
10991,12192,0.2321,3
10991,7671,0.0298,4
10992,6876,0.5865,1
10992,5468,0.3661,2
10992,4448,0.0475,3
10993,11082,0.5672,1
10993,5775,0.4089,2
10993,13071,0.0171,3
10993,15933,0.0052,4
10993,5857,0.0016,5
10994,2505,0.5184,1
10994,5423,0.2203,2
10994,9056,0.1365,3
10994,2809,0.069,4
10994,5877,0.0558,5
10995,7746,0.4673,1
10995,4403,0.3785,2
10995,1905,0.1542,3
10996,13755,0.3259,1
10996,6541,0.2201,2
10996,3760,0.1737,3
10996,3794,0.1702,4
10996,5452,0.1101,5
10997,7564,0.5149,1
10997,5319,0.3446,2
10997,2242,0.1172,3
10997,1911,0.0232,4
10998,1789,0.5652,1
10998,16988,0.27,2
10998,2386,0.1242,3
10998,7396,0.0405,4
10999,4410,0.4796,1
10999,9011,0.2515,2
10999,9268,0.2368,3
10999,8207,0.0168,4
10999,2681,0.0154,5
11000,5114,0.5137,1
11000,3252,0.351,2
11000,6981,0.1353,3
11001,2385,0.5515,1
11001,13859,0.1572,2
11001,8052,0.1491,3
11001,14318,0.0796,4
11001,2285,0.0626,5
11002,1740,0.6444,1
11002,3743,0.34,2
11002,4643,0.0155,3
11003,15532,0.4658,1
11003,12704,0.3028,2
11003,8144,0.1449,3
11003,2915,0.0608,4
11003,12679,0.0257,5
11004,13496,0.4433,1
11004,16868,0.3903,2
11004,5826,0.0815,3
11004,1893,0.0632,4
11004,4483,0.0137,5
11004,4543,0.0079,6
11005,8845,0.2957,1
11005,5481,0.2826,2
11005,3659,0.2446,3
11005,9555,0.1722,4
11005,9540,0.0049,5
11006,5018,0.7931,1
11006,5016,0.0657,2
11006,7070,0.0656,3
11006,1651,0.0392,4
11006,10917,0.0364,5
11007,3271,0.5596,1
11007,4880,0.3497,2
11007,10097,0.0721,3
11007,9599,0.0186,4
11008,6043,0.3163,1
11008,8605,0.3076,2
11008,2039,0.1492,3
11008,8613,0.1147,4
11008,8056,0.1122,5
11009,4403,0.5507,1
11009,2001,0.2164,2
11009,4163,0.1515,3
11009,11191,0.0517,4
11009,7311,0.0297,5
11010,1774,0.4723,1
11010,4187,0.434,2
11010,7796,0.0937,3
11011,2494,0.6791,1
11011,13458,0.1294,2
11011,4124,0.1025,3
11011,12790,0.0468,4
11011,3119,0.025,5
11011,17326,0.0171,6
11012,13324,0.4807,1
11012,13129,0.3212,2
11012,4632,0.0981,3
11012,2349,0.0556,4
11012,5289,0.0444,5
11013,4667,0.3358,1
11013,6919,0.2594,2
11013,5778,0.2502,3
11013,3924,0.1245,4
11013,2449,0.0241,5
11013,11121,0.006,6
11014,7168,0.3094,1
11014,15968,0.2952,2
11014,15463,0.2042,3
11014,8585,0.1543,4
11014,4328,0.0341,5
11014,14203,0.0028,6
11015,5226,0.7396,1
11015,1861,0.1226,2
11015,10036,0.0955,3
11015,8461,0.0423,4
11016,3851,0.82,1
11016,11234,0.093,2
11016,8198,0.0871,3
11017,14507,0.3528,1
11017,14019,0.2547,2
11017,16573,0.2169,3
11017,11999,0.0977,4
11017,12429,0.078,5
11018,8563,0.2561,1
11018,7822,0.2544,2
11018,2757,0.242,3
11018,9519,0.1088,4
11018,8364,0.0809,5
11018,11381,0.0484,6
11018,6147,0.0095,7
11019,15693,0.545,1
11019,4905,0.1802,2
11019,16528,0.117,3
11019,6228,0.111,4
11019,16999,0.0467,5
11020,9259,0.6551,1
11020,16197,0.1774,2
11020,13800,0.1675,3
11021,6356,0.4673,1
11021,13632,0.457,2
11021,12687,0.0552,3
11021,6589,0.0161,4
11021,6501,0.0043,5
11022,7975,0.6837,1
11022,4935,0.3149,2
11022,3216,0.0014,3
11023,3935,0.3916,1
11023,3720,0.3437,2
11023,7564,0.2349,3
11023,4688,0.0298,4
11024,5751,0.378,1
11024,7761,0.2604,2
11024,5218,0.1576,3
11024,6437,0.109,4
11024,5253,0.0581,5
11024,8622,0.0369,6
11025,10350,0.4335,1
11025,7739,0.2918,2
11025,12520,0.1424,3
11025,5181,0.1324,4
11026,6399,0.5045,1
11026,6906,0.4775,2
11026,15162,0.018,3
11027,9117,0.9441,1
11027,3614,0.0559,2
11028,4646,0.4689,1
11028,9602,0.3665,2
11028,2148,0.1621,3
11028,10900,0.0025,4
11029,6112,0.7416,1
11029,3563,0.2338,2
11029,4264,0.0246,3
11030,3485,0.5025,1
11030,8166,0.4975,2
11031,11930,0.5363,1
11031,6055,0.274,2
11031,14387,0.146,3
11031,3679,0.0437,4
11032,14536,0.6605,1
11032,11841,0.218,2
11032,17076,0.1108,3
11032,2126,0.0107,4
11033,2919,0.407,1
11033,4241,0.2935,2
11033,5602,0.1178,3
11033,10067,0.0871,4
11033,10400,0.0862,5
11033,4737,0.0084,6
11034,1744,0.5898,1
11034,6183,0.2233,2
11034,10464,0.1179,3
11034,3455,0.0655,4
11034,1764,0.0034,5
11035,6283,0.4706,1
11035,3141,0.291,2
11035,9352,0.1225,3
11035,8422,0.0989,4
11035,4915,0.0169,5
11036,17631,1.0,1
11037,2869,0.4393,1
11037,4480,0.3164,2
11037,9612,0.2443,3
11038,13927,0.4501,1
11038,10008,0.2958,2
11038,3033,0.2541,3
11039,5007,0.5503,1
11039,17569,0.246,2
11039,6805,0.1373,3
11039,5545,0.0653,4
11039,9353,0.0011,5
11040,4078,0.3451,1
11040,6424,0.2544,2
11040,6611,0.2336,3
11040,4878,0.0633,4
11040,5841,0.0533,5
11040,10825,0.0503,6
11041,7350,0.4037,1
11041,2034,0.2646,2
11041,6525,0.1573,3
11041,10664,0.1026,4
11041,5743,0.0415,5
11041,6708,0.0303,6
11042,7952,0.5008,1
11042,4265,0.2024,2
11042,7546,0.147,3
11042,7067,0.0898,4
11042,8390,0.0447,5
11042,6905,0.0154,6
11043,2001,1.0,1
11044,7109,0.4071,1
11044,9441,0.2671,2
11044,7852,0.1865,3
11044,1957,0.0871,4
11044,2318,0.0522,5
11045,9239,0.4416,1
11045,3802,0.2027,2
11045,11351,0.1332,3
11045,3911,0.0926,4
11045,4528,0.0746,5
11045,2602,0.0554,6
11046,7751,0.8958,1
11046,9830,0.0561,2
11046,7381,0.0482,3
11047,7393,0.9556,1
11047,5964,0.0299,2
11047,7643,0.0145,3
11048,2645,0.3727,1
11048,3720,0.3506,2
11048,5768,0.2612,3
11048,1737,0.0155,4
11049,1961,0.8126,1
11049,6743,0.1163,2
11049,7578,0.0629,3
11049,5362,0.0081,4
11050,9061,0.2755,1
11050,13683,0.2678,2
11050,3130,0.1842,3
11050,10829,0.1215,4
11050,16959,0.0925,5
11050,9006,0.0584,6
11051,13751,0.551,1
11051,12923,0.275,2
11051,7117,0.174,3
11052,8831,0.604,1
11052,7157,0.2657,2
11052,2724,0.1302,3
11053,8604,0.4956,1
11053,5688,0.1777,2
11053,11268,0.1475,3
11053,2378,0.1108,4
11053,9431,0.0477,5
11053,9535,0.0207,6
11054,7902,0.4189,1
11054,5653,0.3092,2
11054,5386,0.2563,3
11054,2767,0.0155,4
11055,4146,0.3641,1
11055,6393,0.3536,2
11055,14232,0.1622,3
11055,16341,0.1202,4
11056,11029,0.3493,1
11056,11069,0.2216,2
11056,3192,0.1716,3
11056,9841,0.1228,4
11056,11063,0.1016,5
11056,10659,0.0331,6
11057,10663,0.5704,1
11057,2692,0.1739,2
11057,9664,0.0892,3
11057,10803,0.0871,4
11057,5169,0.0392,5
11057,8735,0.0329,6
11057,5317,0.0073,7
11058,2436,0.7104,1
11058,15927,0.1113,2
11058,6078,0.1084,3
11058,14015,0.068,4
11058,6443,0.002,5
11059,2628,0.4367,1
11059,2885,0.3373,2
11059,9399,0.226,3
11060,4718,0.4503,1
11060,4578,0.2809,2
11060,13572,0.214,3
11060,3856,0.0538,4
11060,5135,0.001,5
11061,7393,0.383,1
11061,6822,0.3284,2
11061,7190,0.1169,3
11061,8149,0.1161,4
11061,4856,0.0317,5
11061,9723,0.0239,6
11062,11008,0.426,1
11062,16091,0.3999,2
11062,13587,0.1741,3
11063,6432,0.569,1
11063,11160,0.2157,2
11063,11369,0.1115,3
11063,4488,0.0879,4
11063,5185,0.016,5
11064,7129,0.4557,1
11064,6372,0.3031,2
11064,10314,0.1173,3
11064,4005,0.1109,4
11064,10398,0.013,5
11065,11515,0.5464,1
11065,2021,0.2218,2
11065,9710,0.1384,3
11065,15508,0.0921,4
11065,11903,0.0013,5
11066,12221,0.6565,1
11066,17480,0.1464,2
11066,3777,0.1132,3
11066,5368,0.0688,4
11066,11015,0.0152,5
11067,3834,0.9249,1
11067,4263,0.0751,2
11068,14532,0.6068,1
11068,5583,0.3284,2
11068,8293,0.0648,3
11069,1891,0.9464,1
11069,7697,0.0536,2
11070,4144,0.3987,1
11070,5376,0.3698,2
11070,6996,0.1042,3
11070,3908,0.098,4
11070,7060,0.0213,5
11070,3430,0.008,6
11071,1904,0.4847,1
11071,4991,0.3404,2
11071,10901,0.1577,3
11071,10756,0.0172,4
11072,6699,0.4459,1
11072,12182,0.2062,2
11072,5898,0.1155,3
11072,12807,0.1057,4
11072,14306,0.096,5
11072,5920,0.0164,6
11072,2044,0.0143,7
11073,16454,0.4802,1
11073,10639,0.2662,2
11073,5744,0.1722,3
11073,11146,0.0805,4
11073,13261,0.0009,5
11074,2877,1.0,1
11075,4303,0.5424,1
11075,3228,0.2234,2
11075,2874,0.1621,3
11075,2461,0.0439,4
11075,6474,0.0283,5
11076,11201,0.7102,1
11076,8233,0.1612,2
11076,3898,0.0921,3
11076,10591,0.0365,4
11077,13432,0.5271,1
11077,4248,0.3007,2
11077,4347,0.1722,3
11078,4788,0.6607,1
11078,6996,0.1807,2
11078,3755,0.1132,3
11078,4883,0.0366,4
11078,4914,0.0088,5
11079,11059,0.5381,1
11079,14504,0.1912,2
11079,6442,0.1166,3
11079,14602,0.1056,4
11079,2802,0.0485,5
11080,13506,0.2599,1
11080,10946,0.2449,2
11080,8387,0.2031,3
11080,7596,0.1636,4
11080,11023,0.0805,5
11080,3989,0.0416,6
11080,9659,0.0064,7
11081,5606,0.6649,1
11081,5020,0.3351,2
11082,15030,0.3225,1
11082,13572,0.2766,2
11082,4574,0.1634,3
11082,10052,0.1465,4
11082,12684,0.0462,5
11082,12525,0.0447,6
11083,14538,1.0,1
11084,3249,0.2753,1
11084,7913,0.2312,2
11084,6693,0.1637,3
11084,13379,0.1192,4
11084,16623,0.107,5
11084,7058,0.1036,6
11085,9904,0.5604,1
11085,4603,0.229,2
11085,10758,0.1001,3
11085,10819,0.0883,4
11085,17143,0.0222,5
11086,3828,0.5162,1
11086,7015,0.1942,2
11086,2072,0.1583,3
11086,17605,0.0602,4
11086,5074,0.0481,5
11086,14095,0.023,6
11087,7274,0.3126,1
11087,10725,0.2875,2
11087,8825,0.26,3
11087,2854,0.0956,4
11087,10586,0.0426,5
11087,4001,0.0018,6
11088,6147,0.4394,1
11088,9907,0.2585,2
11088,4174,0.2122,3
11088,6729,0.0714,4
11088,10823,0.0185,5
11089,5737,0.6266,1
11089,11508,0.1922,2
11089,6731,0.1813,3
11090,11165,0.4588,1
11090,2925,0.2852,2
11090,1887,0.1496,3
11090,3702,0.1038,4
11090,5854,0.0026,5
11091,15835,0.4347,1
11091,13938,0.3871,2
11091,16015,0.1682,3
11091,7686,0.0099,4
11092,11033,0.7373,1
11092,9838,0.2299,2
11092,4283,0.0328,3
11093,7466,0.3655,1
11093,13115,0.2177,2
11093,14593,0.1919,3
11093,2922,0.139,4
11093,1745,0.0858,5
11094,3623,0.4761,1
11094,1720,0.1546,2
11094,13638,0.1435,3
11094,5224,0.0745,4
11094,8818,0.0599,5
11094,10033,0.0571,6
11094,17316,0.0343,7
11095,9814,0.562,1
11095,10574,0.1416,2
11095,12231,0.1157,3
11095,7370,0.1021,4
11095,9472,0.042,5
11095,5491,0.0237,6
11095,5551,0.0129,7
11096,2725,1.0,1
11097,4059,0.3689,1
11097,16118,0.2338,2
11097,10331,0.2226,3
11097,14237,0.1572,4
11097,10335,0.0176,5
11098,6499,0.3631,1
11098,12389,0.2889,2
11098,9159,0.1712,3
11098,6346,0.0907,4
11098,2653,0.0461,5
11098,14462,0.0399,6
11099,1944,0.3753,1
11099,3213,0.1953,2
11099,8544,0.1296,3
11099,4653,0.1157,4
11099,2262,0.0936,5
11099,7550,0.0731,6
11099,5542,0.0173,7
11100,3651,0.6334,1
11100,3391,0.1911,2
11100,7776,0.1756,3
11101,12090,0.4164,1
11101,13403,0.3476,2
11101,11227,0.2329,3
11101,17308,0.0031,4
11102,2305,0.5379,1
11102,7976,0.4621,2
11103,5846,0.28,1
11103,8812,0.2436,2
11103,5374,0.2425,3
11103,2194,0.1615,4
11103,2240,0.043,5
11103,5052,0.0294,6
11104,5125,0.3369,1
11104,2206,0.2441,2
11104,8292,0.2104,3
11104,2371,0.0909,4
11104,4469,0.0548,5
11104,8025,0.0344,6
11104,5547,0.0285,7
11105,8390,0.383,1
11105,8951,0.2474,2
11105,6547,0.2272,3
11105,7993,0.0876,4
11105,5789,0.0511,5
11105,4883,0.0037,6
11106,11077,0.8719,1
11106,10584,0.096,2
11106,3546,0.0322,3
11107,8985,0.3272,1
11107,8978,0.2295,2
11107,8060,0.1902,3
11107,2592,0.1087,4
11107,10828,0.0777,5
11107,8482,0.0667,6
11108,10092,0.9258,1
11108,4850,0.0742,2
11109,9362,0.5136,1
11109,5369,0.4001,2
11109,5949,0.0863,3
11110,7060,0.4208,1
11110,2695,0.303,2
11110,5715,0.142,3
11110,1994,0.0461,4
11110,9291,0.0354,5
11110,9082,0.0319,6
11110,1782,0.0208,7
11111,7996,0.5487,1
11111,16155,0.32,2
11111,6277,0.1141,3
11111,2095,0.0172,4
11112,8175,0.4618,1
11112,2711,0.2959,2
11112,9113,0.1629,3
11112,6965,0.0794,4
11113,7258,0.8413,1
11113,9292,0.1181,2
11113,8760,0.0406,3
11114,7389,0.463,1
11114,6306,0.2773,2
11114,3432,0.2187,3
11114,9289,0.0349,4
11114,6189,0.0061,5
11115,5679,0.777,1
11115,10862,0.1328,2
11115,5483,0.0902,3
11116,4499,1.0,1
11117,7732,0.5505,1
11117,10825,0.4495,2
11118,4047,0.4044,1
11118,6223,0.3163,2
11118,12317,0.2131,3
11118,8548,0.0662,4
11119,8048,0.622,1
11119,7804,0.1508,2
11119,5020,0.139,3
11119,5154,0.0702,4
11119,8274,0.0181,5
11120,7014,1.0,1
11121,3270,0.5517,1
11121,8038,0.3281,2
11121,5465,0.0611,3
11121,13838,0.0591,4
11122,10477,0.6859,1
11122,8015,0.2534,2
11122,3203,0.0607,3
11123,4865,0.495,1
11123,2989,0.4202,2
11123,8671,0.0848,3
11124,3794,0.3435,1
11124,9728,0.3221,2
11124,4646,0.1523,3
11124,2448,0.1389,4
11124,7896,0.0276,5
11124,10012,0.0156,6
11125,4648,0.4639,1
11125,4153,0.3033,2
11125,7288,0.2049,3
11125,8268,0.0279,4
11126,7355,0.5653,1
11126,7760,0.1554,2
11126,9952,0.1425,3
11126,6573,0.0553,4
11126,16520,0.0389,5
11126,9749,0.0265,6
11126,12537,0.0161,7
11127,4121,0.4566,1
11127,10867,0.2936,2
11127,2980,0.1069,3
11127,6492,0.0799,4
11127,8357,0.0543,5
11127,5549,0.0088,6
11128,4082,0.4492,1
11128,16169,0.2569,2
11128,16489,0.2047,3
11128,13945,0.0718,4
11128,2590,0.0174,5
11129,8426,0.4712,1
11129,11107,0.2756,2
11129,7628,0.1956,3
11129,9301,0.0466,4
11129,7585,0.011,5
11130,8484,0.3046,1
11130,6063,0.2651,2
11130,7107,0.1658,3
11130,8343,0.1095,4
11130,3198,0.0807,5
11130,4888,0.0744,6
11131,9028,0.4745,1
11131,15240,0.1862,2
11131,7832,0.1679,3
11131,13423,0.1483,4
11131,2371,0.0149,5
11131,12644,0.0083,6
11132,17188,0.3731,1
11132,10350,0.3579,2
11132,3648,0.2034,3
11132,17167,0.0333,4
11132,2669,0.0323,5
11133,6523,0.4475,1
11133,4269,0.3048,2
11133,2471,0.2477,3
11134,7809,0.502,1
11134,2324,0.2782,2
11134,9995,0.147,3
11134,8604,0.0432,4
11134,9263,0.0197,5
11134,6065,0.0099,6
11135,2674,0.5546,1
11135,4779,0.2812,2
11135,9524,0.1642,3
11136,5900,0.473,1
11136,10285,0.4284,2
11136,2500,0.0986,3
11137,7662,0.2692,1
11137,9443,0.2617,2
11137,9269,0.2369,3
11137,9039,0.1085,4
11137,7638,0.0777,5
11137,4796,0.046,6
11138,10876,0.4588,1
11138,8494,0.4369,2
11138,10458,0.1043,3
11139,17316,0.4461,1
11139,13901,0.302,2
11139,10641,0.2519,3
11140,6820,0.7598,1
11140,11167,0.1714,2
11140,16846,0.0688,3
11141,8602,0.4436,1
11141,5367,0.343,2
11141,4236,0.2135,3
11142,2606,0.6031,1
11142,10066,0.3664,2
11142,9177,0.017,3
11142,10017,0.0135,4
11143,4964,0.4414,1
11143,10741,0.3883,2
11143,2050,0.1491,3
11143,2038,0.0212,4
11144,4660,0.8775,1
11144,3420,0.1225,2
11145,6953,0.8426,1
11145,16348,0.1484,2
11145,1694,0.009,3
11146,3311,0.5273,1
11146,15092,0.3157,2
11146,1641,0.1566,3
11146,16361,0.0004,4
11147,6009,0.3008,1
11147,11364,0.2189,2
11147,3753,0.1736,3
11147,4968,0.1426,4
11147,3717,0.1,5
11147,9409,0.0483,6
11147,7131,0.0157,7
11148,4910,0.8865,1
11148,10079,0.1086,2
11148,5281,0.0049,3
11149,13511,0.431,1
11149,14469,0.3132,2
11149,12521,0.1998,3
11149,5534,0.0561,4
11150,6631,0.5523,1
11150,10791,0.284,2
11150,6249,0.1638,3
11151,13172,0.6646,1
11151,13171,0.1667,2
11151,16786,0.082,3
11151,2497,0.0335,4
11151,11642,0.0292,5
11151,7463,0.024,6
11152,4008,0.2938,1
11152,10571,0.2899,2
11152,4629,0.1772,3
11152,6894,0.1235,4
11152,5317,0.0599,5
11152,2336,0.0557,6
11153,2444,0.4408,1
11153,11211,0.207,2
11153,8338,0.1698,3
11153,3783,0.1666,4
11153,9378,0.0158,5
11154,6274,0.5057,1
11154,8638,0.1844,2
11154,11219,0.1322,3
11154,6779,0.0797,4
11154,3003,0.0692,5
11154,7391,0.0287,6
11155,16831,0.3544,1
11155,7636,0.338,2
11155,7787,0.1673,3
11155,12687,0.115,4
11155,3465,0.0253,5
11156,16293,0.2445,1
11156,5615,0.2342,2
11156,16850,0.214,3
11156,3603,0.1846,4
11156,8342,0.0694,5
11156,8023,0.0514,6
11156,3156,0.0018,7
11157,4190,0.6441,1
11157,6762,0.181,2
11157,8508,0.0939,3
11157,7143,0.0779,4
11157,8268,0.003,5
11158,10282,0.4341,1
11158,15452,0.1991,2
11158,9354,0.1412,3
11158,16337,0.1279,4
11158,6893,0.0471,5
11158,10121,0.0445,6
11158,8129,0.0062,7
11159,6391,0.3614,1
11159,2562,0.3013,2
11159,9422,0.1722,3
11159,11124,0.1599,4
11159,9740,0.0051,5
11160,7723,0.7233,1
11160,10120,0.1976,2
11160,5032,0.0792,3
11161,9767,0.4014,1
11161,10070,0.2616,2
11161,2445,0.1907,3
11161,14502,0.1114,4
11161,11273,0.0349,5
11162,12614,0.3795,1
11162,15818,0.3236,2
11162,5108,0.1773,3
11162,17148,0.1196,4
11163,12278,0.549,1
11163,4852,0.2314,2
11163,8894,0.111,3
11163,3998,0.0771,4
11163,5533,0.023,5
11163,7698,0.0086,6
11164,2782,0.5362,1
11164,11651,0.4276,2
11164,15073,0.0362,3
11165,8881,0.5709,1
11165,6938,0.2497,2
11165,6011,0.1055,3
11165,5322,0.0335,4
11165,11936,0.0268,5
11165,16872,0.0104,6
11165,15504,0.0032,7
11166,8470,0.9786,1
11166,9354,0.0166,2
11166,11168,0.0048,3
11167,6566,0.5342,1
11167,12799,0.4137,2
11167,13129,0.0233,3
11167,4494,0.0131,4
11167,7330,0.0124,5
11167,4090,0.0029,6
11167,3165,0.0004,7
11168,4411,0.393,1
11168,4869,0.1877,2
11168,9241,0.1411,3
11168,3829,0.1278,4
11168,2085,0.0835,5
11168,10387,0.0518,6
11168,10921,0.0151,7
11169,17624,0.2633,1
11169,2699,0.2574,2
11169,3797,0.1999,3
11169,2611,0.1953,4
11169,11112,0.0531,5
11169,8290,0.0248,6
11169,6293,0.0061,7
11170,7962,0.7374,1
11170,9197,0.1548,2
11170,3901,0.1077,3
11171,4432,0.5146,1
11171,5505,0.3543,2
11171,5934,0.1311,3
11172,7715,0.3672,1
11172,5411,0.2272,2
11172,8213,0.1545,3
11172,10547,0.1333,4
11172,2985,0.0875,5
11172,2302,0.0303,6
11173,12948,0.3459,1
11173,6438,0.1837,2
11173,10503,0.1292,3
11173,5628,0.1232,4
11173,13070,0.1176,5
11173,8697,0.054,6
11173,15443,0.0464,7
11174,11258,0.6051,1
11174,2322,0.2419,2
11174,9910,0.0471,3
11174,4948,0.0384,4
11174,2342,0.0365,5
11174,4532,0.0311,6
11175,3508,0.6609,1
11175,9330,0.2051,2
11175,10853,0.1304,3
11175,4537,0.0037,4
11176,2691,0.3169,1
11176,6423,0.3059,2
11176,4087,0.2162,3
11176,6767,0.1611,4
11177,13700,0.4187,1
11177,15760,0.2739,2
11177,13159,0.1803,3
11177,9792,0.1063,4
11177,12881,0.0208,5
11178,3116,0.875,1
11178,2307,0.1152,2
11178,9703,0.0098,3
11179,4501,0.5227,1
11179,6984,0.303,2
11179,1666,0.1302,3
11179,11379,0.0254,4
11179,9120,0.0187,5
11180,5441,0.6811,1
11180,8426,0.3043,2
11180,1660,0.0146,3
11181,8320,0.3987,1
11181,6843,0.2285,2
11181,4305,0.1648,3
11181,7601,0.0795,4
11181,3635,0.0691,5
11181,8678,0.036,6
11181,8027,0.0234,7
11182,4508,0.685,1
11182,8232,0.1376,2
11182,16173,0.1293,3
11182,6932,0.0481,4
11183,9066,0.5519,1
11183,2575,0.3507,2
11183,5025,0.0974,3
11184,1862,0.5648,1
11184,9370,0.4268,2
11184,3526,0.0084,3
11185,13102,0.3567,1
11185,15105,0.326,2
11185,3543,0.2515,3
11185,12653,0.0411,4
11185,16423,0.0248,5
11186,2082,0.692,1
11186,3645,0.2693,2
11186,6202,0.0387,3
11187,3657,0.7351,1
11187,4483,0.1627,2
11187,3825,0.0648,3
11187,9045,0.0373,4
11188,6196,0.275,1
11188,7710,0.2691,2
11188,10369,0.2536,3
11188,2791,0.12,4
11188,3707,0.0823,5
11189,5447,0.7565,1
11189,5316,0.1304,2
11189,2390,0.0546,3
11189,6775,0.0467,4
11189,3231,0.0081,5
11189,14222,0.0038,6
11190,12327,0.5267,1
11190,15905,0.2403,2
11190,15937,0.0979,3
11190,7523,0.0761,4
11190,14019,0.0378,5
11190,1755,0.0212,6
11191,6315,0.5344,1
11191,4632,0.4076,2
11191,5317,0.0579,3
11192,12085,0.4341,1
11192,13368,0.3401,2
11192,4194,0.1435,3
11192,12149,0.0821,4
11192,9397,0.0002,5
11193,9002,0.3054,1
11193,4235,0.2996,2
11193,3970,0.2133,3
11193,6770,0.1597,4
11193,4188,0.022,5
11194,7739,0.5518,1
11194,3218,0.3342,2
11194,10339,0.1141,3
11195,5082,0.493,1
11195,9673,0.4348,2
11195,3532,0.0722,3
11196,6232,0.6808,1
11196,2803,0.1431,2
11196,3085,0.1117,3
11196,6850,0.0399,4
11196,11769,0.0185,5
11196,5193,0.0059,6
11197,4222,0.5143,1
11197,7564,0.4022,2
11197,9699,0.0835,3
11198,10198,0.4262,1
11198,5204,0.2387,2
11198,3639,0.1962,3
11198,15398,0.0559,4
11198,5352,0.0512,5
11198,12670,0.0318,6
11199,1927,1.0,1
11200,5578,0.2912,1
11200,16829,0.2039,2
11200,6255,0.1489,3
11200,16293,0.1123,4
11200,12100,0.107,5
11200,3780,0.1049,6
11200,7249,0.0319,7
11201,8592,0.4323,1
11201,2117,0.2843,2
11201,3104,0.2541,3
11201,10495,0.0292,4
11202,3304,0.8921,1
11202,6893,0.1079,2
11203,13610,0.2772,1
11203,5027,0.2397,2
11203,8513,0.2012,3
11203,14549,0.1866,4
11203,9792,0.0953,5
11204,12505,0.4158,1
11204,6617,0.2963,2
11204,8074,0.1881,3
11204,17303,0.0569,4
11204,15830,0.0428,5
11205,16915,0.4524,1
11205,9579,0.314,2
11205,1702,0.1995,3
11205,15841,0.0342,4
11206,3656,0.7867,1
11206,13346,0.1171,2
11206,15434,0.0838,3
11206,6099,0.0124,4
11207,4766,0.3511,1
11207,11406,0.2949,2
11207,1764,0.1953,3
11207,6465,0.126,4
11207,6873,0.0327,5
11208,7825,0.3776,1
11208,5808,0.2196,2
11208,6165,0.2002,3
11208,3376,0.1776,4
11208,3712,0.025,5
11209,1780,0.5791,1
11209,17283,0.2565,2
11209,3335,0.1645,3
11210,6714,0.7505,1
11210,16178,0.2069,2
11210,13619,0.0427,3
11211,13338,0.3348,1
11211,4702,0.3348,2
11211,7996,0.2501,3
11211,11408,0.0377,4
11211,5733,0.0318,5
11211,12810,0.0107,6
11212,15584,0.7727,1
11212,10163,0.2252,2
11212,14026,0.0021,3
11213,6098,0.3692,1
11213,6297,0.3222,2
11213,4513,0.1322,3
11213,7251,0.1058,4
11213,2547,0.0705,5
11214,6915,0.3568,1
11214,12904,0.207,2
11214,17263,0.1726,3
11214,6193,0.1298,4
11214,12604,0.0766,5
11214,12296,0.0572,6
11215,1981,1.0,1
11216,7059,1.0,1
11217,4735,0.373,1
11217,7084,0.2579,2
11217,3135,0.2015,3
11217,6465,0.1676,4
11218,6846,1.0,1
11219,8830,0.7638,1
11219,4539,0.0984,2
11219,8747,0.0754,3
11219,7824,0.0511,4
11219,5239,0.0094,5
11219,2192,0.002,6
11220,8166,0.4494,1
11220,9840,0.3294,2
11220,10148,0.1178,3
11220,3567,0.0734,4
11220,8647,0.03,5
11221,3882,0.3768,1
11221,8639,0.3651,2
11221,10328,0.1767,3
11221,7147,0.0463,4
11221,3284,0.0351,5
11222,2426,0.5782,1
11222,4160,0.3092,2
11222,1798,0.1127,3
11223,10837,0.4448,1
11223,8385,0.2767,2
11223,4306,0.2209,3
11223,7676,0.0576,4
11224,10558,0.5197,1
11224,2304,0.3308,2
11224,6916,0.0999,3
11224,7675,0.0488,4
11224,4149,0.0008,5
11225,4809,1.0,1
11226,3988,0.9046,1
11226,8164,0.0954,2
11227,6919,0.6537,1
11227,5109,0.1187,2
11227,4780,0.0734,3
11227,2148,0.0659,4
11227,1973,0.0569,5
11227,4914,0.0204,6
11227,6816,0.011,7
11228,7120,0.3475,1
