PaymentMethodKey,CardID,CustomerKey,CardNetwork,CardSubtype,CardExpiryDate,IssuingCountry,IsActive
25892,24392,20049,Visa,credit,2031-03-01,CA,1
25893,24393,20050,PayPal,digital_wallet,,CA,1
25894,24394,20051,Visa,credit,2030-11-01,CA,1
25895,24395,20052,Visa,credit,2029-12-01,CA,1
25896,24396,20053,Debit Card,debit,2030-10-01,CA,1
25897,24397,20054,JCB,credit,2029-02-01,CA,1
25898,24398,20054,Mastercard,credit,2029-08-01,CA,1
25899,24399,20054,Debit Card,debit,2029-01-01,CA,1
25900,24400,20055,Mastercard,credit,2028-01-01,CA,0
25901,24401,20055,American Express,credit,2030-07-01,CA,1
25902,24402,20056,JCB,credit,2029-11-01,CA,1
25903,24403,20056,Visa,credit,2029-05-01,CA,1
25904,24404,20057,Visa,credit,2029-04-01,CA,1
25905,24405,20058,Mastercard,credit,2027-10-01,CA,1
25906,24406,20058,JCB,credit,2028-05-01,CA,1
25907,24407,20059,JCB,credit,2029-09-01,CA,1
25908,24408,20059,Mastercard,credit,2028-10-01,CA,1
25909,24409,20060,Mastercard,credit,2029-02-01,CA,1
25910,24410,20060,Debit Card,debit,2029-03-01,CA,1
25911,24411,20061,PayPal,digital_wallet,,CA,1
25912,24412,20061,Debit Card,debit,2028-08-01,CA,0
25913,24413,20061,Mastercard,credit,2028-05-01,CA,1
25914,24414,20062,Mastercard,credit,2027-09-01,CA,1
25915,24415,20063,Visa,credit,2029-03-01,CA,1
25916,24416,20063,American Express,credit,2029-12-01,CA,1
25917,24417,20064,Visa,credit,2027-09-01,CA,1
25918,24418,20065,Debit Card,debit,2029-04-01,CA,1
25919,24419,20066,American Express,credit,2029-08-01,CA,1
25920,24420,20067,JCB,credit,2028-05-01,CA,1
25921,24421,20068,Debit Card,debit,2030-10-01,CA,1
25922,24422,20069,Debit Card,debit,2028-12-01,CA,1
25923,24423,20069,Visa,credit,2029-03-01,CA,1
25924,24424,20070,Visa,credit,2029-03-01,CA,1
25925,24425,20070,PayPal,digital_wallet,,CA,1
25926,24426,20071,Mastercard,credit,2027-07-01,CA,1
25927,24427,20072,American Express,credit,2030-05-01,CA,1
25928,24428,20072,PayPal,digital_wallet,,CA,1
25929,24429,20073,Visa,credit,2028-05-01,CA,1
25930,24430,20074,Visa,credit,2029-02-01,CA,1
25931,24431,20075,Mastercard,credit,2029-12-01,CA,1
25932,24432,20075,Visa,credit,2030-10-01,CA,1
25933,24433,20076,Visa,credit,2028-04-01,CA,1
25934,24434,20077,Visa,credit,2028-11-01,CA,1
25935,24435,20077,Visa,credit,2030-09-01,CA,1
25936,24436,20078,Visa,credit,2029-10-01,CA,1
25937,24437,20079,Visa,credit,2030-01-01,CA,1
25938,24438,20080,Visa,credit,2028-04-01,CA,1
25939,24439,20081,Mastercard,credit,2028-12-01,CA,0
25940,24440,20081,Mastercard,credit,2029-02-01,CA,1
25941,24441,20082,Visa,credit,2028-06-01,CA,1
25942,24442,20083,Discover,credit,2027-08-01,CA,1
25943,24443,20084,Visa,credit,2028-10-01,CA,1
25944,24444,20085,Mastercard,credit,2030-09-01,CA,1
25945,24445,20086,PayPal,digital_wallet,,CA,1
25946,24446,20086,PayPal,digital_wallet,,CA,1
25947,24447,20087,Mastercard,credit,2029-05-01,CA,1
25948,24448,20088,Debit Card,debit,2030-09-01,CA,1
25949,24449,20089,Mastercard,credit,2029-07-01,CA,1
25950,24450,20089,Mastercard,credit,2028-07-01,CA,1
25951,24451,20090,Mastercard,credit,2030-08-01,CA,1
25952,24452,20090,Visa,credit,2029-07-01,CA,1
25953,24453,20091,Mastercard,credit,2030-04-01,CA,1
25954,24454,20092,Mastercard,credit,2028-04-01,CA,1
25955,24455,20093,Debit Card,debit,2030-05-01,CA,1
25956,24456,20094,Visa,credit,2030-05-01,CA,1
25957,24457,20095,Visa,credit,2029-08-01,CA,1
25958,24458,20096,PayPal,digital_wallet,,CA,1
25959,24459,20097,Visa,credit,2028-07-01,CA,0
25960,24460,20098,Visa,credit,2029-04-01,CA,1
25961,24461,20098,Visa,credit,2029-12-01,CA,1
25962,24462,20099,PayPal,digital_wallet,,CA,1
25963,24463,20100,Debit Card,debit,2029-07-01,CA,1
25964,24464,20101,Visa,credit,2029-12-01,CA,1
25965,24465,20102,Debit Card,debit,2030-05-01,CA,1
25966,24466,20102,Visa,credit,2028-09-01,CA,1
25967,24467,20103,Visa,credit,2028-03-01,CA,1
25968,24468,20104,PayPal,digital_wallet,,CA,1
25969,24469,20105,Visa,credit,2029-04-01,CA,1
25970,24470,20106,Visa,credit,2029-01-01,CA,1
25971,24471,20106,American Express,credit,2030-02-01,CA,1
25972,24472,20107,JCB,credit,2028-04-01,CA,1
25973,24473,20108,PayPal,digital_wallet,,CA,1
25974,24474,20108,Debit Card,debit,2030-05-01,CA,1
25975,24475,20109,Visa,credit,2030-09-01,CA,0
25976,24476,20110,Visa,credit,2029-05-01,CA,1
25977,24477,20111,Discover,credit,2029-05-01,CA,1
25978,24478,20112,Visa,credit,2028-07-01,CA,1
25979,24479,20113,Mastercard,credit,2028-10-01,CA,1
25980,24480,20113,Visa,credit,2028-12-01,CA,1
25981,24481,20114,Visa,credit,2030-10-01,CA,1
25982,24482,20115,Debit Card,debit,2029-04-01,CA,1
25983,24483,20116,Visa,credit,2028-01-01,CA,1
25984,24484,20117,Visa,credit,2029-08-01,CA,1
25985,24485,20118,Visa,credit,2030-02-01,CA,1
25986,24486,20119,JCB,credit,2029-04-01,CA,1
25987,24487,20120,PayPal,digital_wallet,,CA,1
25988,24488,20121,Mastercard,credit,2030-10-01,CA,1
25989,24489,20122,Visa,credit,2030-02-01,CA,1
25990,24490,20123,PayPal,digital_wallet,,CA,1
25991,24491,20123,Discover,credit,2028-04-01,CA,1
25992,24492,20124,Mastercard,credit,2028-10-01,CA,1
25993,24493,20125,JCB,credit,2029-07-01,CA,1
25994,24494,20126,American Express,credit,2027-09-01,CA,1
25995,24495,20126,Visa,credit,2029-09-01,CA,1
25996,24496,20127,Mastercard,credit,2027-07-01,CA,1
25997,24497,20128,Mastercard,credit,2030-05-01,CA,1
25998,24498,20129,PayPal,digital_wallet,,CA,1
25999,24499,20130,PayPal,digital_wallet,,CA,1
26000,24500,20130,Visa,credit,2030-03-01,CA,1
26001,24501,20131,Visa,credit,2029-11-01,CA,1
26002,24502,20132,American Express,credit,2028-08-01,CA,1
26003,24503,20132,Debit Card,debit,2029-07-01,CA,1
26004,24504,20133,Mastercard,credit,2028-10-01,CA,1
26005,24505,20133,Debit Card,debit,2028-04-01,CA,1
26006,24506,20134,Visa,credit,2028-12-01,CA,1
26007,24507,20135,Visa,credit,2030-01-01,CA,1
26008,24508,20136,Visa,credit,2029-05-01,CA,1
26009,24509,20137,PayPal,digital_wallet,,CA,1
26010,24510,20138,JCB,credit,2030-10-01,CA,1
26011,24511,20139,American Express,credit,2030-02-01,CA,1
26012,24512,20139,Debit Card,debit,2029-12-01,CA,1
26013,24513,20139,American Express,credit,2027-09-01,CA,1
26014,24514,20140,Visa,credit,2029-01-01,CA,1
26015,24515,20141,JCB,credit,2028-04-01,CA,1
26016,24516,20142,Mastercard,credit,2029-02-01,CA,1
26017,24517,20143,Mastercard,credit,2028-08-01,CA,1
26018,24518,20143,Visa,credit,2028-12-01,CA,0
26019,24519,20143,Visa,credit,2030-05-01,CA,1
26020,24520,20144,Discover,credit,2029-10-01,CA,1
26021,24521,20145,Visa,credit,2030-05-01,CA,1
26022,24522,20146,Debit Card,debit,2027-09-01,CA,1
26023,24523,20146,Visa,credit,2029-05-01,CA,1
26024,24524,20147,Visa,credit,2030-04-01,CA,1
26025,24525,20147,Visa,credit,2030-11-01,CA,1
26026,24526,20148,PayPal,digital_wallet,,CA,1
26027,24527,20149,Visa,credit,2027-10-01,CA,1
26028,24528,20149,Debit Card,debit,2028-12-01,CA,1
26029,24529,20150,PayPal,digital_wallet,,CA,1
26030,24530,20150,Visa,credit,2030-05-01,CA,1
26031,24531,20151,Discover,credit,2029-02-01,CA,1
26032,24532,20151,Visa,credit,2028-06-01,CA,1
26033,24533,20152,Visa,credit,2027-10-01,CA,1
26034,24534,20153,American Express,credit,2028-05-01,CA,1
26035,24535,20154,American Express,credit,2027-08-01,CA,1
26036,24536,20155,Visa,credit,2029-05-01,CA,1
26037,24537,20156,Discover,credit,2030-03-01,CA,1
26038,24538,20156,PayPal,digital_wallet,,CA,1
26039,24539,20157,Visa,credit,2028-01-01,CA,1
26040,24540,20157,Debit Card,debit,2029-08-01,CA,1
26041,24541,20157,Visa,credit,2030-03-01,CA,1
26042,24542,20158,Mastercard,credit,2029-04-01,CA,1
26043,24543,20159,JCB,credit,2027-09-01,CA,1
26044,24544,20160,Debit Card,debit,2029-09-01,CA,1
26045,24545,20161,Debit Card,debit,2029-04-01,CA,1
26046,24546,20161,American Express,credit,2029-03-01,CA,1
26047,24547,20162,Mastercard,credit,2028-10-01,CA,1
26048,24548,20163,Visa,credit,2029-06-01,CA,1
26049,24549,20163,PayPal,digital_wallet,,CA,1
26050,24550,20164,Mastercard,credit,2029-11-01,CA,1
26051,24551,20165,American Express,credit,2031-09-01,CA,1
26052,24552,20165,Visa,credit,2029-06-01,CA,1
26053,24553,20166,Visa,credit,2030-11-01,CA,1
26054,24554,20167,American Express,credit,2029-09-01,CA,1
26055,24555,20168,American Express,credit,2029-03-01,CA,0
26056,24556,20169,Visa,credit,2029-06-01,CA,1
26057,24557,20170,Mastercard,credit,2028-02-01,CA,1
26058,24558,20171,American Express,credit,2029-08-01,CA,1
26059,24559,20172,PayPal,digital_wallet,,CA,1
26060,24560,20173,Mastercard,credit,2027-05-01,CA,1
26061,24561,20173,Mastercard,credit,2028-06-01,CA,0
26062,24562,20174,American Express,credit,2029-06-01,CA,1
26063,24563,20175,Mastercard,credit,2030-07-01,CA,1
26064,24564,20176,Discover,credit,2030-10-01,CA,1
26065,24565,20176,Visa,credit,2029-02-01,CA,1
26066,24566,20177,Mastercard,credit,2029-06-01,CA,1
26067,24567,20178,PayPal,digital_wallet,,CA,1
26068,24568,20179,Debit Card,debit,2030-04-01,CA,1
26069,24569,20179,PayPal,digital_wallet,,CA,1
26070,24570,20180,Visa,credit,2028-01-01,CA,1
26071,24571,20181,Visa,credit,2029-09-01,CA,1
26072,24572,20182,JCB,credit,2028-07-01,CA,1
26073,24573,20182,American Express,credit,2029-02-01,CA,1
26074,24574,20183,Visa,credit,2028-11-01,CA,1
26075,24575,20184,Visa,credit,2029-10-01,CA,1
26076,24576,20184,Visa,credit,2029-11-01,CA,1
26077,24577,20185,American Express,credit,2030-03-01,CA,1
26078,24578,20186,PayPal,digital_wallet,,CA,1
26079,24579,20186,Visa,credit,2029-09-01,CA,1
26080,24580,20187,PayPal,digital_wallet,,CA,1
26081,24581,20188,Mastercard,credit,2029-07-01,CA,1
26082,24582,20189,Debit Card,debit,2031-03-01,CA,1
26083,24583,20190,Mastercard,credit,2027-10-01,CA,1
26084,24584,20191,Visa,credit,2031-01-01,CA,1
26085,24585,20192,Mastercard,credit,2029-01-01,CA,1
26086,24586,20193,American Express,credit,2029-11-01,CA,1
26087,24587,20194,Visa,credit,2029-01-01,CA,1
26088,24588,20195,Visa,credit,2028-08-01,CA,1
26089,24589,20196,Visa,credit,2029-10-01,CA,1
26090,24590,20197,Visa,credit,2030-05-01,CA,1
26091,24591,20198,Visa,credit,2029-10-01,CA,1
26092,24592,20199,American Express,credit,2028-10-01,CA,1
26093,24593,20199,Mastercard,credit,2032-05-01,CA,1
26094,24594,20200,Visa,credit,2030-07-01,CA,1
26095,24595,20201,Visa,credit,2030-04-01,CA,1
26096,24596,20202,Visa,credit,2028-12-01,CA,1
26097,24597,20203,Mastercard,credit,2028-09-01,CA,1
26098,24598,20204,Visa,credit,2029-01-01,CA,1
26099,24599,20205,Visa,credit,2030-05-01,CA,1
26100,24600,20205,American Express,credit,2028-05-01,CA,1
26101,24601,20206,Mastercard,credit,2028-04-01,CA,1
26102,24602,20207,Mastercard,credit,2029-11-01,CA,0
26103,24603,20208,Visa,credit,2029-08-01,CA,1
26104,24604,20208,Visa,credit,2028-07-01,CA,1
26105,24605,20209,Mastercard,credit,2028-03-01,CA,1
26106,24606,20210,Visa,credit,2030-10-01,CA,1
26107,24607,20211,Debit Card,debit,2029-09-01,CA,1
26108,24608,20212,PayPal,digital_wallet,,CA,1
26109,24609,20213,Mastercard,credit,2027-12-01,CA,1
26110,24610,20214,Debit Card,debit,2028-01-01,CA,1
26111,24611,20214,Mastercard,credit,2028-12-01,CA,1
26112,24612,20215,Mastercard,credit,2030-01-01,CA,1
26113,24613,20216,Debit Card,debit,2029-12-01,CA,1
26114,24614,20217,JCB,credit,2030-06-01,CA,1
26115,24615,20218,Mastercard,credit,2027-11-01,CA,1
26116,24616,20219,Mastercard,credit,2029-07-01,CA,1
26117,24617,20220,Visa,credit,2030-10-01,CA,1
26118,24618,20221,Visa,credit,2030-08-01,CA,1
26119,24619,20222,Mastercard,credit,2029-09-01,CA,0
26120,24620,20223,Visa,credit,2031-09-01,CA,1
26121,24621,20224,Mastercard,credit,2029-12-01,CA,1
26122,24622,20224,JCB,credit,2030-05-01,CA,1
26123,24623,20225,Visa,credit,2029-05-01,CA,1
26124,24624,20226,Visa,credit,2028-07-01,CA,1
26125,24625,20226,JCB,credit,2028-06-01,CA,1
26126,24626,20227,Mastercard,credit,2029-07-01,CA,1
26127,24627,20228,Visa,credit,2029-02-01,CA,1
26128,24628,20229,PayPal,digital_wallet,,CA,1
26129,24629,20229,Mastercard,credit,2027-07-01,CA,1
26130,24630,20230,Mastercard,credit,2028-04-01,CA,1
26131,24631,20230,Visa,credit,2029-01-01,CA,0
26132,24632,20231,Debit Card,debit,2030-01-01,CA,0
26133,24633,20232,PayPal,digital_wallet,,CA,1
26134,24634,20233,Visa,credit,2029-04-01,CA,1
26135,24635,20233,PayPal,digital_wallet,,CA,1
26136,24636,20234,Mastercard,credit,2029-04-01,CA,1
26137,24637,20234,Visa,credit,2028-05-01,CA,1
26138,24638,20235,Visa,credit,2029-05-01,CA,1
26139,24639,20235,PayPal,digital_wallet,,CA,1
26140,24640,20236,Debit Card,debit,2030-08-01,CA,1
26141,24641,20237,Visa,credit,2029-06-01,CA,1
26142,24642,20238,Mastercard,credit,2027-10-01,CA,1
26143,24643,20239,Visa,credit,2028-01-01,CA,1
26144,24644,20240,Discover,credit,2029-12-01,CA,1
26145,24645,20241,PayPal,digital_wallet,,CA,1
26146,24646,20242,Visa,credit,2029-02-01,CA,1
26147,24647,20243,PayPal,digital_wallet,,CA,1
26148,24648,20244,Visa,credit,2029-04-01,CA,1
26149,24649,20244,Visa,credit,2028-09-01,CA,1
26150,24650,20245,American Express,credit,2029-11-01,CA,1
26151,24651,20246,Mastercard,credit,2029-01-01,CA,1
26152,24652,20247,PayPal,digital_wallet,,CA,1
26153,24653,20248,Visa,credit,2029-02-01,CA,1
26154,24654,20249,Debit Card,debit,2028-06-01,CA,1
26155,24655,20249,Visa,credit,2030-04-01,CA,1
26156,24656,20250,Visa,credit,2029-02-01,CA,1
26157,24657,20251,Visa,credit,2029-12-01,CA,1
26158,24658,20252,Discover,credit,2028-02-01,CA,1
26159,24659,20253,Mastercard,credit,2031-01-01,CA,1
26160,24660,20254,Visa,credit,2030-08-01,CA,1
26161,24661,20255,Visa,credit,2027-06-01,CA,1
26162,24662,20255,Visa,credit,2028-07-01,CA,0
26163,24663,20256,American Express,credit,2029-10-01,CA,1
26164,24664,20257,Visa,credit,2028-01-01,CA,1
26165,24665,20258,Visa,credit,2029-03-01,CA,1
26166,24666,20258,PayPal,digital_wallet,,CA,1
26167,24667,20259,American Express,credit,2029-10-01,CA,1
26168,24668,20260,JCB,credit,2029-02-01,CA,1
26169,24669,20261,PayPal,digital_wallet,,CA,1
26170,24670,20262,Visa,credit,2029-11-01,CA,1
26171,24671,20263,Debit Card,debit,2028-08-01,CA,0
26172,24672,20264,Discover,credit,2027-02-01,CA,1
26173,24673,20265,Visa,credit,2030-04-01,CA,1
26174,24674,20266,Mastercard,credit,2030-04-01,CA,1
26175,24675,20267,Discover,credit,2031-11-01,CA,1
26176,24676,20268,American Express,credit,2027-02-01,CA,1
26177,24677,20269,JCB,credit,2030-02-01,CA,1
26178,24678,20269,Visa,credit,2027-05-01,CA,1
26179,24679,20270,Visa,credit,2031-02-01,CA,1
26180,24680,20271,Debit Card,debit,2029-10-01,CA,1
26181,24681,20271,Mastercard,credit,2028-05-01,CA,0
26182,24682,20272,Visa,credit,2030-02-01,CA,1
26183,24683,20273,Mastercard,credit,2028-10-01,CA,1
26184,24684,20274,PayPal,digital_wallet,,CA,1
26185,24685,20275,American Express,credit,2029-08-01,CA,1
26186,24686,20276,American Express,credit,2029-07-01,CA,1
26187,24687,20277,Visa,credit,2031-01-01,CA,1
26188,24688,20278,PayPal,digital_wallet,,CA,1
26189,24689,20278,Mastercard,credit,2031-02-01,CA,1
26190,24690,20279,Visa,credit,2028-09-01,CA,1
26191,24691,20280,Mastercard,credit,2030-05-01,CA,1
26192,24692,20281,Visa,credit,2029-09-01,CA,1
26193,24693,20282,Mastercard,credit,2027-12-01,CA,1
26194,24694,20283,Mastercard,credit,2028-08-01,CA,1
26195,24695,20284,Mastercard,credit,2031-09-01,CA,1
26196,24696,20285,Mastercard,credit,2029-09-01,CA,1
26197,24697,20286,Visa,credit,2030-04-01,CA,1
26198,24698,20287,PayPal,digital_wallet,,CA,1
26199,24699,20288,Visa,credit,2029-02-01,CA,1
26200,24700,20289,Visa,credit,2028-10-01,CA,1
26201,24701,20289,PayPal,digital_wallet,,CA,1
26202,24702,20290,Mastercard,credit,2029-05-01,CA,1
26203,24703,20291,Debit Card,debit,2029-01-01,CA,1
26204,24704,20292,Mastercard,credit,2027-11-01,CA,1
26205,24705,20293,PayPal,digital_wallet,,CA,1
26206,24706,20294,Mastercard,credit,2028-04-01,CA,0
26207,24707,20295,Visa,credit,2030-01-01,CA,1
26208,24708,20295,Visa,credit,2028-12-01,CA,1
26209,24709,20296,Visa,credit,2029-05-01,CA,1
26210,24710,20297,Visa,credit,2029-07-01,CA,0
26211,24711,20298,Mastercard,credit,2029-08-01,CA,1
26212,24712,20299,Discover,credit,2030-06-01,CA,1
26213,24713,20300,Visa,credit,2028-03-01,CA,1
26214,24714,20301,Visa,credit,2029-11-01,CA,1
26215,24715,20301,Visa,credit,2030-02-01,CA,1
26216,24716,20302,Visa,credit,2030-04-01,CA,0
26217,24717,20303,Mastercard,credit,2027-12-01,CA,1
26218,24718,20303,Visa,credit,2029-08-01,CA,0
26219,24719,20304,Visa,credit,2031-01-01,CA,1
26220,24720,20305,PayPal,digital_wallet,,CA,1
26221,24721,20306,Visa,credit,2029-03-01,CA,1
26222,24722,20307,Visa,credit,2029-10-01,CA,1
26223,24723,20307,PayPal,digital_wallet,,CA,1
26224,24724,20308,American Express,credit,2030-02-01,CA,1
26225,24725,20308,Mastercard,credit,2028-04-01,CA,1
26226,24726,20309,Visa,credit,2031-03-01,CA,1
26227,24727,20310,Visa,credit,2029-10-01,CA,1
26228,24728,20310,PayPal,digital_wallet,,CA,1
26229,24729,20311,Visa,credit,2029-11-01,CA,1
26230,24730,20312,Visa,credit,2027-09-01,CA,1
26231,24731,20313,Visa,credit,2030-02-01,CA,1
26232,24732,20314,Visa,credit,2029-11-01,CA,1
26233,24733,20315,Visa,credit,2030-12-01,CA,0
26234,24734,20315,Mastercard,credit,2029-01-01,CA,1
26235,24735,20316,Visa,credit,2028-05-01,CA,0
26236,24736,20317,Visa,credit,2028-08-01,CA,1
26237,24737,20317,PayPal,digital_wallet,,CA,1
26238,24738,20318,Mastercard,credit,2028-10-01,CA,1
26239,24739,20319,American Express,credit,2028-03-01,CA,1
26240,24740,20320,American Express,credit,2030-08-01,CA,1
26241,24741,20321,Mastercard,credit,2030-08-01,CA,1
26242,24742,20321,Visa,credit,2029-02-01,CA,1
26243,24743,20322,PayPal,digital_wallet,,CA,1
26244,24744,20322,American Express,credit,2028-12-01,CA,1
26245,24745,20323,Mastercard,credit,2027-07-01,CA,1
26246,24746,20323,Visa,credit,2030-01-01,CA,1
26247,24747,20324,Debit Card,debit,2030-12-01,CA,1
26248,24748,20325,Visa,credit,2028-09-01,CA,1
26249,24749,20325,Mastercard,credit,2029-03-01,CA,1
26250,24750,20326,Mastercard,credit,2029-10-01,CA,1
26251,24751,20327,PayPal,digital_wallet,,CA,1
26252,24752,20328,Visa,credit,2031-01-01,CA,1
26253,24753,20328,PayPal,digital_wallet,,CA,1
26254,24754,20329,PayPal,digital_wallet,,CA,1
26255,24755,20330,PayPal,digital_wallet,,CA,1
26256,24756,20330,Mastercard,credit,2029-07-01,CA,1
26257,24757,20331,Mastercard,credit,2029-07-01,CA,1
26258,24758,20332,Mastercard,credit,2029-07-01,CA,1
26259,24759,20333,Visa,credit,2027-11-01,CA,1
26260,24760,20334,PayPal,digital_wallet,,CA,1
26261,24761,20335,American Express,credit,2027-11-01,CA,1
26262,24762,20336,Mastercard,credit,2028-07-01,CA,1
26263,24763,20337,PayPal,digital_wallet,,CA,1
26264,24764,20338,Visa,credit,2030-05-01,CA,1
26265,24765,20338,Visa,credit,2028-12-01,CA,1
26266,24766,20339,Visa,credit,2028-10-01,CA,1
26267,24767,20340,Mastercard,credit,2028-10-01,CA,1
26268,24768,20341,Mastercard,credit,2029-03-01,CA,1
26269,24769,20342,PayPal,digital_wallet,,CA,1
26270,24770,20343,Visa,credit,2031-01-01,CA,1
26271,24771,20344,Debit Card,debit,2029-03-01,CA,1
26272,24772,20345,Visa,credit,2028-07-01,CA,1
26273,24773,20346,Mastercard,credit,2029-05-01,CA,1
26274,24774,20346,PayPal,digital_wallet,,CA,1
26275,24775,20347,Visa,credit,2031-02-01,CA,1
26276,24776,20348,Mastercard,credit,2028-10-01,CA,1
26277,24777,20349,Mastercard,credit,2028-02-01,CA,1
26278,24778,20350,JCB,credit,2028-10-01,CA,1
26279,24779,20350,PayPal,digital_wallet,,CA,1
26280,24780,20351,Mastercard,credit,2029-06-01,CA,1
26281,24781,20351,Mastercard,credit,2030-01-01,CA,1
26282,24782,20352,Mastercard,credit,2030-05-01,CA,1
26283,24783,20353,Mastercard,credit,2028-04-01,CA,1
26284,24784,20353,Visa,credit,2028-05-01,CA,1
26285,24785,20354,Visa,credit,2029-01-01,CA,1
26286,24786,20355,Visa,credit,2030-01-01,CA,1
26287,24787,20355,Mastercard,credit,2028-01-01,CA,1
26288,24788,20356,Mastercard,credit,2028-09-01,CA,0
26289,24789,20357,Visa,credit,2028-09-01,CA,1
26290,24790,20358,PayPal,digital_wallet,,CA,1
26291,24791,20359,Visa,credit,2030-04-01,CA,1
26292,24792,20359,Mastercard,credit,2029-11-01,CA,1
26293,24793,20360,Debit Card,debit,2030-03-01,CA,1
26294,24794,20360,American Express,credit,2030-09-01,CA,1
26295,24795,20361,Visa,credit,2029-01-01,CA,1
26296,24796,20362,PayPal,digital_wallet,,CA,1
26297,24797,20363,Visa,credit,2028-02-01,CA,1
26298,24798,20364,Mastercard,credit,2028-02-01,CA,1
26299,24799,20364,Visa,credit,2027-06-01,CA,1
26300,24800,20365,PayPal,digital_wallet,,CA,1
26301,24801,20366,Mastercard,credit,2028-11-01,CA,0
26302,24802,20367,Visa,credit,2028-12-01,CA,1
26303,24803,20368,PayPal,digital_wallet,,CA,1
26304,24804,20369,Visa,credit,2030-02-01,CA,1
26305,24805,20369,Debit Card,debit,2029-05-01,CA,1
26306,24806,20370,Debit Card,debit,2028-11-01,CA,0
26307,24807,20370,Mastercard,credit,2029-03-01,CA,1
26308,24808,20371,Visa,credit,2028-04-01,CA,1
26309,24809,20372,Mastercard,credit,2030-05-01,CA,1
26310,24810,20372,Mastercard,credit,2028-07-01,CA,1
26311,24811,20373,Mastercard,credit,2028-03-01,CA,1
26312,24812,20374,Debit Card,debit,2030-02-01,CA,1
26313,24813,20375,Visa,credit,2029-11-01,CA,1
26314,24814,20376,Mastercard,credit,2027-08-01,CA,1
26315,24815,20377,Debit Card,debit,2030-03-01,CA,1
26316,24816,20378,JCB,credit,2028-08-01,CA,1
26317,24817,20379,Mastercard,credit,2028-12-01,CA,1
26318,24818,20380,Mastercard,credit,2029-07-01,CA,1
26319,24819,20380,Visa,credit,2029-12-01,CA,1
26320,24820,20381,Debit Card,debit,2029-10-01,CA,1
26321,24821,20381,Mastercard,credit,2029-04-01,CA,1
26322,24822,20382,Visa,credit,2028-11-01,CA,1
26323,24823,20383,Debit Card,debit,2029-09-01,CA,1
26324,24824,20384,Visa,credit,2029-03-01,CA,1
26325,24825,20384,PayPal,digital_wallet,,CA,1
26326,24826,20385,Visa,credit,2031-02-01,CA,1
26327,24827,20386,Mastercard,credit,2029-12-01,CA,1
26328,24828,20387,Mastercard,credit,2028-05-01,CA,1
26329,24829,20388,Mastercard,credit,2028-11-01,CA,1
26330,24830,20389,Visa,credit,2029-05-01,CA,1
26331,24831,20390,Visa,credit,2030-08-01,CA,1
26332,24832,20391,Debit Card,debit,2030-09-01,CA,0
26333,24833,20392,Mastercard,credit,2028-12-01,CA,1
26334,24834,20393,Debit Card,debit,2028-05-01,CA,1
26335,24835,20394,JCB,credit,2028-04-01,CA,1
26336,24836,20394,PayPal,digital_wallet,,CA,1
26337,24837,20395,Discover,credit,2029-08-01,CA,1
26338,24838,20396,PayPal,digital_wallet,,CA,1
26339,24839,20397,Debit Card,debit,2031-08-01,CA,1
26340,24840,20398,Mastercard,credit,2029-11-01,CA,1
26341,24841,20398,American Express,credit,2027-09-01,CA,1
26342,24842,20399,PayPal,digital_wallet,,CA,1
26343,24843,20399,Mastercard,credit,2028-08-01,CA,1
26344,24844,20400,Visa,credit,2028-09-01,CA,1
26345,24845,20401,PayPal,digital_wallet,,CA,1
26346,24846,20402,Visa,credit,2028-07-01,CA,1
26347,24847,20402,Visa,credit,2028-12-01,CA,1
26348,24848,20403,Debit Card,debit,2029-09-01,CA,1
26349,24849,20404,Mastercard,credit,2030-01-01,CA,1
26350,24850,20404,Visa,credit,2030-06-01,CA,1
26351,24851,20405,Discover,credit,2029-11-01,CA,1
26352,24852,20406,Mastercard,credit,2027-05-01,CA,1
26353,24853,20407,Mastercard,credit,2028-04-01,CA,1
26354,24854,20408,Visa,credit,2029-03-01,CA,1
26355,24855,20409,Debit Card,debit,2029-06-01,CA,1
26356,24856,20409,Visa,credit,2030-03-01,CA,1
26357,24857,20410,Visa,credit,2029-05-01,CA,1
26358,24858,20411,PayPal,digital_wallet,,CA,1
26359,24859,20412,PayPal,digital_wallet,,CA,1
26360,24860,20412,PayPal,digital_wallet,,CA,1
26361,24861,20413,Mastercard,credit,2029-05-01,CA,1
26362,24862,20414,Visa,credit,2029-07-01,CA,1
26363,24863,20415,Visa,credit,2029-01-01,CA,1
26364,24864,20416,JCB,credit,2029-06-01,CA,1
26365,24865,20417,Debit Card,debit,2030-06-01,CA,1
26366,24866,20418,PayPal,digital_wallet,,CA,1
26367,24867,20419,Mastercard,credit,2029-03-01,CA,1
26368,24868,20419,Visa,credit,2029-04-01,CA,1
26369,24869,20420,Visa,credit,2029-04-01,CA,0
26370,24870,20421,Visa,credit,2030-08-01,CA,1
26371,24871,20422,Mastercard,credit,2028-03-01,CA,1
26372,24872,20422,Debit Card,debit,2031-02-01,CA,1
26373,24873,20423,Visa,credit,2028-02-01,CA,1
26374,24874,20423,Mastercard,credit,2028-09-01,CA,1
26375,24875,20424,PayPal,digital_wallet,,CA,1
26376,24876,20425,PayPal,digital_wallet,,CA,1
26377,24877,20426,Visa,credit,2030-01-01,CA,1
26378,24878,20427,Mastercard,credit,2030-05-01,CA,1
26379,24879,20427,Visa,credit,2027-12-01,CA,1
